Season,Team,PPG,FG%,FG3%,FT%,OR_per_game,DR_per_game,Ast_per_game,TO_per_game,Stl_per_game,Blk_per_game,PF_per_game,Road_Wins,ConfAbbrev,TeamName,TotalD1Seasons,Seed,CoachName,Qualified
2020,1193,58,39,28,70,10,24,9,14,5,3,16,7,maac,Fairfield,39,,jay_young,0
2020,1194,69,42,32,70,11,26,12,13,7,2,17,3,cusa,FL Atlantic,30,,dusty_may,0
2020,1195,61,41,31,69,10,24,12,16,6,4,16,4,a_sun,FL Gulf Coast,16,,michael_fly,0
2020,1196,72,46,35,72,10,25,12,12,6,4,17,8,sec,Florida,39,,michael_white,0
2020,1197,68,42,28,63,12,23,10,15,7,2,19,4,meac,Florida A&M,39,,robert_mccullum,0
2020,1198,74,45,34,65,11,24,14,15,8,6,17,8,cusa,Florida Intl,36,,jeremy_ballard,0
2020,1199,75,46,35,75,11,24,13,13,9,5,18,10,acc,Florida St,39,,leonard_hamilton,0
2020,1200,59,38,32,66,8,25,11,12,7,3,17,3,a_ten,Fordham,39,,jeff_neubauer,0
2020,1201,68,42,34,72,11,26,12,13,5,4,16,4,mwc,Fresno St,39,,justin_hutson,0
2020,1202,76,46,34,70,8,23,14,12,8,3,16,11,southern,Furman,39,,bob_richey,0
2020,1203,65,42,32,70,8,25,12,13,5,4,17,5,a_ten,G Washington,39,,jamion_christian,0
2020,1204,74,44,32,68,10,26,12,13,7,4,17,9,sun_belt,Ga Southern,39,,mark_byington,0
2020,1205,72,45,36,69,9,25,13,12,6,5,17,9,big_south,Gardner Webb,21,,tim_craft,0
2020,1206,67,42,30,69,12,25,11,14,6,5,17,7,a_ten,George Mason,39,,dave_paulsen,0
2020,1207,75,44,35,77,12,26,15,14,6,4,16,5,big_east,Georgetown,39,,patrick_ewing,0
2020,1208,76,45,30,70,12,26,14,15,7,3,19,3,sec,Georgia,39,,tom_crean,0
2020,1209,77,44,36,74,11,25,14,14,8,4,22,7,sun_belt,Georgia St,39,,rob_lanier,0
2020,1210,68,45,31,67,10,26,13,16,7,5,19,7,acc,Georgia Tech,39,,josh_pastner,0
2020,1211,87,51,39,69,11,29,17,11,7,4,15,14,wcc,Gonzaga,39,,mark_few,0
2020,1212,67,43,30,68,9,24,12,14,7,4,19,6,swac,Grambling,39,,donte_jackson,0
2020,1213,70,45,34,74,8,25,12,12,5,1,16,5,wac,Grand Canyon,10,,dan_majerle,0
2020,1214,75,45,32,70,10,25,14,11,4,3,19,4,big_south,Hampton,28,,edward_joyner,0
2020,1216,66,42,35,71,8,26,13,14,7,2,18,9,aec,Hartford,39,,john_gallagher,0
2020,1217,72,45,33,70,10,28,12,14,6,5,17,10,ivy,Harvard,39,,tommy_amaker,0
2020,1218,69,43,33,71,10,24,13,13,5,2,18,3,big_west,Hawaii,39,,chris_gerlufsen,0
2020,1219,64,40,32,70,11,23,12,15,5,4,18,3,big_south,High Point,24,,tubby_smith,0
2020,1220,75,45,37,79,10,24,12,11,7,2,14,16,caa,Hofstra,39,,joe_mihalich,0
2020,1221,66,43,32,68,9,23,12,14,5,3,18,1,patriot,Holy Cross,39,,brett_nelson,0
2020,1222,72,42,34,73,14,27,13,12,5,5,20,9,aac,Houston,39,,kelvin_sampson,0
2020,1223,80,44,36,75,12,24,13,17,6,2,20,2,southland,Houston Chr,39,,ron_cottrell,0
2020,1224,69,42,35,70,9,23,13,15,5,4,18,2,meac,Howard,39,,kenneth_blakeney,0
2020,1225,63,43,33,67,8,26,12,15,5,2,18,3,big_sky,Idaho,39,,zac_claus,0
2020,1226,68,44,34,66,10,22,11,14,4,2,15,4,big_sky,Idaho St,39,,ryan_looney,0
2020,1227,69,44,34,68,9,28,14,16,6,4,20,7,horizon,IL Chicago,39,,steve_mcclain,0
2020,1228,71,44,30,73,13,27,13,12,5,3,16,6,big_ten,Illinois,39,,brad_underwood,0
2020,1229,66,42,36,70,9,24,12,14,6,2,17,1,mvc,Illinois St,39,,dan_muller,0
2020,1230,64,40,29,74,10,21,12,15,7,2,19,2,southland,Incarnate Word,10,,carson_cunningham,0
2020,1231,71,44,33,68,11,27,13,13,6,4,17,5,big_ten,Indiana,39,,archie_miller,0
2020,1232,69,45,37,71,8,24,13,11,5,3,17,6,mvc,Indiana St,39,,greg_lansing,0
2020,1233,70,44,33,77,8,26,13,14,7,4,19,7,maac,Iona,39,,tim_cluess,0
2020,1234,78,45,35,75,11,26,17,12,6,4,16,6,big_ten,Iowa,39,,fran_mccaffery,0
2020,1235,72,44,32,75,10,24,14,13,7,4,16,1,big_twelve,Iowa St,39,,steve_prohm,0
2020,1236,67,42,32,67,10,24,12,14,7,3,16,4,summit,PFW,21,,jon_coffman,0
2020,1237,70,41,34,65,11,24,14,14,6,2,18,3,horizon,IUPUI,25,,jason_gardner,0
2020,1238,66,41,26,67,9,23,10,13,8,4,20,6,swac,Jackson St,39,,wayne_brent,0
2020,1239,65,42,32,67,10,27,11,14,5,3,16,8,a_sun,Jacksonville,39,,tony_jasick,0
2020,1240,68,43,32,70,11,25,13,14,6,3,16,5,ovc,Jacksonville St,28,,ray_harper,0
2020,1241,71,42,32,65,10,27,12,12,6,3,17,3,caa,James Madison,39,,louis_rowe,0
2020,1242,74,48,34,67,11,28,14,13,8,5,15,13,big_twelve,Kansas,39,,bill_self,0
2020,1243,64,41,31,66,10,22,12,14,9,2,19,2,big_twelve,Kansas St,39,,bruce_weber,0
2020,1244,55,35,25,70,10,22,8,15,5,2,17,0,a_sun,Kennesaw,18,,amir_abdur_rahim,0
2020,1245,75,45,34,73,10,25,14,13,6,4,19,6,mac,Kent,39,,rob_senderoff,0
2020,1246,74,46,34,80,10,27,13,12,5,5,18,9,sec,Kentucky,39,,john_calipari,0
2020,1247,68,41,34,67,11,25,13,15,8,3,20,8,a_ten,La Salle,39,,ashley_howard,0
2020,1248,69,45,34,74,8,27,15,12,5,4,14,10,patriot,Lafayette,39,,fran_o'hanlon,0
2020,1249,71,43,33,72,10,24,13,15,8,4,17,7,southland,Lamar,39,,tic_price,0
2020,1250,67,45,34,73,8,25,12,14,5,2,18,3,patriot,Lehigh,39,,brett_reed,0
2020,1251,67,47,35,71,7,25,13,9,6,2,14,13,a_sun,Liberty,35,,ritchie_mckay,0
2020,1252,68,44,34,69,9,25,13,13,5,2,15,7,a_sun,Lipscomb,21,,lennie_acuff,0
2020,1253,66,43,35,69,8,25,11,16,6,4,18,3,big_west,Long Beach St,39,,dan_monson,0
2020,1254,74,44,34,71,8,26,14,14,7,3,17,7,nec,LIU Brooklyn,39,,derek_kellogg,0
2020,1255,67,40,34,71,8,25,11,13,7,2,19,6,big_south,Longwood,19,,griff_aldrich,0
2020,1256,73,46,36,66,10,26,13,13,7,2,17,7,cusa,Louisiana Tech,39,,eric_konkol,0
2020,1257,74,45,38,73,11,28,14,12,5,3,17,7,acc,Louisville,39,,chris_mack,0
2020,1258,63,46,30,68,8,22,11,14,6,2,19,4,wcc,Loy Marymount,39,,mike_dunlap,0
2020,1259,73,47,32,64,9,25,15,14,7,3,18,6,patriot,Loyola MD,39,,tavaras_hardy,0
2020,1260,68,49,36,65,6,24,14,13,8,2,14,7,mvc,Loyola-Chicago,39,,porter_moser,0
2020,1261,80,47,33,77,12,28,13,13,6,4,16,6,sec,LSU,39,,will_wade,0
2020,1262,74,46,34,71,9,24,14,14,7,2,17,5,aec,MA Lowell,10,,pat_duquette,0
2020,1263,60,40,28,71,10,24,13,15,7,3,18,3,aec,Maine,39,,richard_barron,0
2020,1264,62,40,31,62,11,24,13,14,7,4,20,6,maac,Manhattan,39,,steve_masiello,0
2020,1265,61,39,34,65,9,24,10,14,7,3,18,3,maac,Marist,39,,john_dunne,0
2020,1266,78,43,38,74,11,29,14,14,5,4,19,5,big_east,Marquette,39,,steve_wojciechowski,0
2020,1267,76,44,32,67,11,28,14,15,8,6,19,7,cusa,Marshall,39,,dan_d'antoni,0
2020,1268,72,42,31,75,11,27,13,11,5,4,15,8,big_ten,Maryland,39,,mark_turgeon,0
2020,1269,69,43,33,70,9,23,13,13,7,3,18,3,a_ten,Massachusetts,39,,matt_mccall,0
2020,1270,76,48,37,72,10,25,15,16,6,4,18,5,southland,McNeese St,39,,heath_schroyer,0
2020,1271,57,36,25,63,11,24,11,15,7,3,18,1,meac,MD E Shore,39,,jason_crafton,0
2020,1272,72,44,33,68,10,30,14,16,8,6,20,6,aac,Memphis,39,,anfernee_hardaway,0
2020,1273,70,44,35,72,10,26,14,15,6,3,19,8,southern,Mercer,39,,greg_gary,0
2020,1274,71,43,32,76,9,25,10,12,6,4,14,6,acc,Miami FL,38,,jim_larranaga,0
2020,1275,69,41,34,72,9,25,11,11,5,2,19,3,mac,Miami OH,39,,jack_owens,0
2020,1276,75,46,34,72,9,27,15,11,5,5,15,8,big_ten,Michigan,39,,juwan_howard,0
2020,1277,76,46,35,75,11,29,18,13,5,5,17,10,big_ten,Michigan St,39,,tom_izzo,0
2020,1278,71,43,34,69,12,28,15,11,5,5,17,4,big_ten,Minnesota,39,,richard_pitino,0
2020,1279,69,43,32,73,9,25,13,13,7,3,20,3,sec,Mississippi,39,,kermit_davis,0
2020,1280,73,47,34,75,12,25,13,14,6,5,17,6,sec,Mississippi St,39,,ben_howland,0
2020,1281,67,41,30,78,11,24,11,14,7,3,21,3,sec,Missouri,39,,cuonzo_martin,0
2020,1282,66,44,35,69,8,21,12,13,7,3,22,7,wac,Missouri KC,34,,billy_donlon,0
2020,1283,71,44,35,75,11,26,12,14,6,3,18,5,mvc,Missouri St,39,,dana_ford,0
2020,1284,71,41,33,72,10,24,13,13,8,3,20,7,maac,Monmouth NJ,39,,king_rice,0
2020,1285,71,47,36,72,7,25,13,12,6,3,21,6,big_sky,Montana,39,,travis_decuire,0
2020,1286,65,44,31,74,7,27,11,14,5,2,18,7,big_sky,Montana St,39,,danny_sprinkle,0
2020,1287,67,43,27,64,10,26,13,13,6,4,17,2,ovc,Morehead St,39,,preston_spradlin,0
2020,1288,69,42,28,69,13,26,11,16,5,4,22,7,meac,Morgan St,39,,kevin_broadus,0
2020,1290,68,37,29,65,10,25,10,14,7,3,20,2,swac,MS Valley St,39,,lindsey_hunter,0
2020,1291,64,40,31,69,11,24,11,12,5,3,17,3,nec,Mt St Mary's,35,,dan_engelstad,0
2020,1292,68,40,33,67,10,23,12,15,7,3,20,3,cusa,MTSU,39,,nick_mcdevitt,0
2020,1293,74,47,37,70,9,28,14,14,6,4,18,8,ovc,Murray St,39,,matt_mcmahon,0
2020,1294,73,46,37,67,8,25,13,10,5,2,15,11,big_sky,N Colorado,19,,jeff_linder,0
2020,1295,73,44,35,80,8,27,11,10,5,2,16,12,summit,N Dakota St,18,,david_richman,0
2020,1296,66,41,34,68,11,27,10,12,6,3,18,7,mac,N Illinois,39,,mark_montgomery,0
2020,1297,71,43,31,70,11,25,13,12,8,2,18,12,horizon,N Kentucky,11,,darrin_horn,0
2020,1298,63,40,29,69,12,24,11,12,5,2,16,4,patriot,Navy,39,,ed_dechellis,0
2020,1299,71,42,30,61,11,27,14,15,8,4,21,6,meac,NC A&T,39,,jay_joyner,0
2020,1300,67,45,31,65,9,24,13,16,8,3,20,6,meac,NC Central,16,,levelle_moton,0
2020,1301,75,45,32,71,10,25,14,12,8,5,18,6,acc,NC State,39,,kevin_keatts,0
2020,1303,74,45,34,71,10,26,12,12,5,3,17,4,summit,NE Omaha,12,,derrin_hansen,0
2020,1304,70,41,32,60,9,26,14,12,7,2,15,2,big_ten,Nebraska,39,,fred_hoiberg,0
2020,1305,77,45,38,75,9,30,15,12,5,4,20,7,mwc,Nevada,39,,steve_alford,0
2020,1306,67,40,33,67,11,29,13,13,5,2,19,5,aec,New Hampshire,39,,bill_herrion,0
2020,1307,76,46,33,72,10,25,15,14,8,3,16,4,mwc,New Mexico,39,,paul_weir,0
2020,1308,70,45,35,71,11,24,14,13,6,2,16,12,wac,New Mexico St,39,,chris_jans,0
2020,1309,71,44,33,74,9,21,13,15,7,2,20,3,southland,New Orleans,39,,mark_slessinger,0
2020,1310,66,43,37,75,6,22,12,11,7,2,16,3,maac,Niagara,39,,greg_paulus,0
2020,1311,73,43,33,74,11,22,12,14,9,4,20,8,southland,Nicholls St,39,,austin_claunch,0
2020,1312,63,40,30,68,9,23,10,11,6,3,17,4,a_sun,NJIT,17,,brian_kennedy,0
2020,1313,68,40,31,72,11,25,12,15,7,2,20,5,meac,Norfolk St,26,,robert_jones,0
2020,1314,72,42,30,68,14,28,14,13,6,4,17,7,acc,North Carolina,39,,roy_williams,0
2020,1315,72,44,32,76,8,26,12,14,4,2,18,7,summit,North Dakota,15,,paul_sather,0
2020,1316,77,45,38,76,9,24,15,12,5,4,16,8,a_sun,North Florida,18,,matthew_driscoll,0
2020,1317,70,48,37,77,8,23,12,13,6,3,17,7,cusa,North Texas,39,,grant_mccasland,0
2020,1318,71,47,37,79,7,24,13,12,8,2,17,10,caa,Northeastern,39,,bill_coen,0
2020,1319,69,44,35,71,9,24,13,12,6,2,16,7,big_sky,Northern Arizona,39,,shane_burcar,0
2020,1320,74,47,39,76,9,28,12,12,5,2,15,9,mvc,Northern Iowa,39,,ben_jacobson,0
2020,1321,65,42,31,73,8,26,14,11,4,3,17,3,big_ten,Northwestern,39,,chris_collins,0
2020,1322,75,43,35,73,11,27,12,16,6,4,20,6,southland,Northwestern LA,39,,mike_mcconathy,0
2020,1323,74,43,34,73,10,28,16,10,6,4,12,5,acc,Notre Dame,39,,mike_brey,0
2020,1324,67,42,29,69,10,26,13,14,6,3,16,6,horizon,Oakland,24,,greg_kampe,0
2020,1325,70,44,34,69,9,26,14,13,6,2,17,5,mac,Ohio,39,,jeff_boals,0
2020,1326,72,45,37,75,10,27,13,13,5,3,17,5,big_ten,Ohio St,39,,chris_holtmann,0
2020,1328,70,42,32,77,8,29,12,11,6,4,13,7,big_twelve,Oklahoma,39,,lon_kruger,0
2020,1329,68,42,32,73,10,26,12,13,7,4,18,8,big_twelve,Oklahoma St,39,,michael_boynton,0
2020,1330,66,40,29,69,12,28,11,12,7,3,17,3,cusa,Old Dominion,39,,jeff_a_jones,0
2020,1331,80,45,33,76,11,26,13,10,6,2,18,4,summit,Oral Roberts,39,,paul_mills,0
2020,1332,76,47,40,70,11,24,14,12,8,3,17,7,pac_twelve,Oregon,39,,dana_altman,0
2020,1333,71,46,32,75,8,24,15,12,6,5,16,6,pac_twelve,Oregon St,39,,wayne_tinkle,0
2020,1334,69,45,34,67,11,25,12,12,6,4,19,8,wcc,Pacific,39,,damon_stoudamire,0
2020,1335,73,45,33,66,8,27,15,12,6,3,15,8,ivy,Penn,39,,steve_donahue,0
2020,1336,75,43,33,69,11,28,14,11,8,5,18,7,big_ten,Penn St,39,,patrick_chambers,0
2020,1337,76,43,35,79,10,25,15,13,6,4,18,7,wcc,Pepperdine,39,,lorenzo_romar,0
2020,1338,65,40,30,71,12,22,12,12,8,3,16,5,acc,Pittsburgh,39,,jeff_capel,0
2020,1339,65,42,34,68,6,24,13,14,5,4,18,2,wcc,Portland,39,,terry_porter,0
2020,1340,77,44,34,72,14,22,13,13,8,4,19,7,big_sky,Portland St,25,,barret_peery,0
2020,1341,70,43,30,71,10,23,14,15,8,3,23,7,swac,Prairie View,39,,byron_smith,0
2020,1342,66,44,33,72,9,24,12,15,6,2,19,3,big_south,Presbyterian,16,,quinton_ferrell,0
2020,1343,71,46,36,73,8,24,13,12,6,2,16,7,ivy,Princeton,39,,mitch_henderson,0
2020,1344,71,41,33,69,13,25,14,13,8,3,19,6,big_east,Providence,39,,ed_cooley,0
2020,1345,68,42,33,69,13,24,14,12,7,4,18,5,big_ten,Purdue,39,,matt_painter,0
2020,1346,70,42,36,76,9,27,14,14,5,4,15,6,maac,Quinnipiac,25,,baker_dunleavy,0
2020,1347,71,46,35,65,10,26,13,11,5,2,18,10,big_south,Radford,39,,mike_jones,0
2020,1348,73,42,32,68,12,27,13,12,8,4,17,9,a_ten,Rhode Island,39,,david_cox,0
2020,1349,73,43,34,72,9,26,14,13,6,2,17,7,cusa,Rice,39,,scott_pera,0
2020,1350,75,47,36,78,8,27,16,11,8,2,16,10,a_ten,Richmond,39,,chris_mooney,0
2020,1351,72,44,32,65,11,27,13,14,7,3,17,7,maac,Rider,39,,kevin_baggett,0
2020,1352,69,44,36,68,10,23,16,13,6,2,17,8,nec,Robert Morris,39,,andrew_toole,0
2020,1353,69,44,31,64,12,28,13,12,7,5,17,2,big_ten,Rutgers,39,,steve_pikiell,0
2020,1354,69,42,28,74,11,24,11,14,5,2,19,3,meac,S Carolina St,39,,murray_garvin,0
2020,1355,78,49,35,71,9,29,14,13,5,3,17,6,summit,S Dakota St,18,,eric_henderson,0
2020,1356,62,42,34,73,6,23,11,13,7,2,15,4,mvc,S Illinois,39,,bryan_mullins,0
2020,1357,72,43,33,73,13,28,13,14,5,4,16,11,nec,Sacred Heart,24,,anthony_latina,0
2020,1358,76,45,35,74,10,23,15,14,9,3,21,6,southland,Sam Houston St,37,,jason_hooten,0
2020,1359,73,42,33,75,11,25,11,16,7,3,16,3,southern,Samford,39,,scott_padgett,0
2020,1360,65,41,31,68,9,24,12,14,6,3,18,3,wcc,San Diego,39,,sam_scholl,0
2020,1361,74,47,38,77,9,26,15,11,7,3,17,16,mwc,San Diego St,39,,brian_dutcher,0
2020,1362,74,44,33,71,10,26,12,12,7,3,18,9,wcc,San Francisco,38,,todd_golden,0
2020,1363,69,38,30,72,10,25,13,14,6,3,19,1,mwc,San Jose St,39,,jean_prioleau,0
2020,1364,70,45,34,75,10,24,13,12,5,2,17,8,big_west,UC Santa Barbara,39,,joe_pasternack,0
2020,1365,74,46,35,74,7,26,15,14,7,3,20,4,wcc,Santa Clara,39,,herb_sendek,0
2020,1367,67,42,32,69,9,23,12,13,5,2,19,4,big_south,SC Upstate,16,,dave_dickerson,0
2020,1368,69,41,30,67,11,21,12,17,7,2,22,2,southland,SE Louisiana,39,,david_kiefer,0
2020,1369,66,41,32,70,9,23,11,14,5,2,19,1,ovc,SE Missouri St,32,,rick_ray,0
2020,1370,73,39,31,77,10,24,10,10,6,3,20,4,wac,Seattle,15,,jim_hayford,0
2020,1371,75,45,33,72,10,27,15,13,7,6,19,10,big_east,Seton Hall,39,,kevin_willard,0
2020,1372,79,48,37,70,13,24,15,17,10,3,21,12,southland,SF Austin,37,,kyle_keller,0
2020,1373,72,46,35,70,11,26,13,13,5,3,17,6,maac,Siena,39,,carmen_maciariello,0
2020,1374,73,45,32,76,11,25,16,13,6,3,16,4,aac,SMU,39,,tim_jankovich,0
2020,1375,70,47,33,73,8,24,10,12,8,3,16,9,sun_belt,South Alabama,39,,richie_riley,0
2020,1376,73,44,31,63,12,25,14,13,8,4,23,6,sec,South Carolina,39,,frank_martin,0
2020,1377,78,48,39,75,6,26,13,11,4,3,18,7,summit,South Dakota,15,,todd_lee,0
2020,1378,63,41,31,65,11,23,10,15,8,2,18,4,aac,South Florida,39,,brian_gregory,0
2020,1379,64,43,30,72,9,26,13,15,6,2,16,1,cusa,Southern Miss,39,,jay_ladner,0
2020,1380,68,43,31,68,11,24,13,14,6,2,22,5,swac,Southern Univ,39,,sean_woods,0
2020,1381,70,44,32,72,9,27,11,14,6,4,20,8,big_sky,Southern Utah,35,,todd_simon,0
2020,1382,69,43,34,74,11,26,14,12,6,3,17,10,a_ten,St Bonaventure,39,,mark_schmidt,0
2020,1383,68,41,29,73,10,25,12,13,6,4,19,4,nec,St Francis NY,39,,glenn_braica,0
2020,1384,76,46,36,75,11,25,11,12,7,3,17,9,nec,St Francis PA,39,,rob_krimmel,0
2020,1385,75,41,32,70,13,26,15,11,10,4,19,4,big_east,St John's,39,,chris_mullin,0
2020,1386,69,39,30,70,10,25,12,13,5,3,17,2,a_ten,St Joseph's PA,39,,phil_martelli,0
2020,1387,71,46,34,57,13,27,14,13,7,4,19,8,a_ten,St Louis,39,,travis_ford,0
2020,1388,74,47,39,75,8,24,12,10,7,2,17,12,wcc,St Mary's CA,39,,randy_bennett,0
2020,1389,66,40,34,72,13,25,11,16,7,5,21,7,maac,St Peter's,39,,billy_lange,0
2020,1390,69,47,37,70,7,26,13,14,7,4,16,6,pac_twelve,Stanford,39,,jerod_haase,0
2020,1391,63,44,33,67,10,24,9,14,6,2,16,8,a_sun,Stetson,39,,donnie_jones,0
2020,1392,68,41,33,72,10,28,11,15,7,5,17,10,aec,Stony Brook,24,,geno_ford,0
2020,1393,74,44,33,74,10,25,14,11,7,4,16,7,acc,Syracuse,39,,jim_boeheim,0
2020,1394,65,44,38,70,10,25,12,18,6,3,20,4,southland,TAM C. Christi,21,,willis_wilson,0
2020,1395,65,42,35,64,11,24,14,14,7,5,16,2,big_twelve,TCU,39,,jamie_dixon,0
2020,1396,68,40,32,69,10,28,14,13,8,3,18,6,aac,Temple,39,,aaron_mckie,0
2020,1397,67,43,31,75,10,24,14,14,6,6,18,6,sec,Tennessee,39,,rick_barnes,0
2020,1398,70,46,36,65,10,27,13,18,5,4,21,7,ovc,Tennessee St,39,,brian_collins,0
2020,1399,64,41,32,68,10,23,13,15,7,3,15,3,ovc,Tennessee Tech,39,,john_pelphrey,0
2020,1400,64,43,33,69,9,23,12,14,6,4,18,8,big_twelve,Texas,39,,shaka_smart,0
2020,1401,63,40,29,68,11,23,11,14,6,3,15,5,sec,Texas A&M,39,,buzz_williams,0
2020,1402,71,44,32,75,10,24,14,11,6,3,19,6,sun_belt,Texas St,39,,danny_kaspar,0
2020,1403,72,45,35,75,9,24,15,14,8,4,18,5,big_twelve,Texas Tech,39,,chris_beard,0
2020,1404,74,45,33,75,11,22,11,13,5,2,17,3,ovc,TN Martin,31,,anthony_stewart,0
2020,1405,74,43,37,74,10,28,14,12,5,3,16,7,mac,Toledo,39,,tod_kowalczyk,0
2020,1406,70,43,35,78,11,26,11,12,5,3,18,10,caa,Towson,39,,pat_skerry,0
2020,1407,67,39,32,67,12,24,13,14,5,3,19,3,sun_belt,Troy,30,,scott_cross,0
2020,1408,68,41,33,71,8,23,11,12,8,3,16,5,aac,Tulane,39,,ron_hunter,0
2020,1409,68,44,32,71,9,26,13,13,8,2,15,6,aac,Tulsa,39,,frank_haith,0
2020,1410,70,42,32,73,10,23,14,13,8,4,21,3,wac,UTRGV,39,,lew_hill,0
2020,1411,73,42,30,71,12,25,11,16,6,3,19,5,swac,TX Southern,39,,johnny_jones,0
2020,1412,67,45,32,71,10,26,10,15,6,3,17,8,cusa,UAB,39,,rob_ehsan,0
2020,1413,71,45,39,79,7,23,12,13,6,2,19,6,big_west,UC Davis,19,,jim_les,0
2020,1414,72,46,36,73,11,28,14,14,6,4,19,10,big_west,UC Irvine,39,,russ_turner,0
2020,1415,63,43,35,69,9,27,12,13,5,3,18,6,big_west,UC Riverside,22,,david_patrick,0
2020,1416,69,43,32,71,10,25,13,14,6,3,17,6,aac,UCF,39,,johnny_dawkins,0
2020,1417,69,43,32,72,12,24,13,13,7,3,18,5,pac_twelve,UCLA,39,,mick_cronin,0
2020,1418,73,41,32,74,10,24,11,14,6,3,18,4,sun_belt,Louisiana,39,,bob_marlin,0
2020,1419,62,42,34,68,8,24,12,14,4,3,17,2,sun_belt,ULM,39,,keith_richard,0
2020,1420,65,43,30,64,9,25,11,12,5,2,17,5,aec,UMBC,37,,ryan_odom,0
2020,1421,74,46,35,66,8,22,10,12,8,2,19,5,big_south,UNC Asheville,37,,mike_morell,0
2020,1422,72,42,32,62,13,24,12,11,9,4,19,9,southern,UNC Greensboro,32,,wes_miller,0
2020,1423,64,41,31,71,8,25,11,13,6,3,18,2,caa,UNC Wilmington,39,,c_b_mcgrath,0
2020,1424,72,43,32,69,12,27,13,13,6,3,21,5,mwc,UNLV,39,,t_j_otzelberger,0
2020,1425,70,44,35,66,11,28,14,14,7,5,17,7,pac_twelve,USC,39,,andy_enfield,0
2020,1426,70,41,30,75,10,27,14,11,6,3,18,6,sun_belt,UT Arlington,39,,chris_ogden,0
2020,1427,75,41,34,78,11,27,12,13,6,2,20,3,cusa,UT San Antonio,39,,steve_henson,0
2020,1428,71,45,34,73,10,26,14,14,5,3,16,4,pac_twelve,Utah,39,,larry_krystkowiak,0
2020,1429,74,45,33,76,10,29,16,13,6,3,16,11,mwc,Utah St,39,,craig_smith,0
2020,1430,69,44,30,72,8,26,13,14,5,5,18,5,wac,Utah Valley,19,,mark_madsen,0
2020,1431,66,41,30,75,8,26,12,13,6,3,18,4,cusa,UTEP,39,,rodney_terry,0
2020,1433,71,43,35,70,10,24,13,12,9,4,18,4,a_ten,VCU,39,,mike_rhoades,0
2020,1434,72,44,34,72,9,25,15,13,8,3,17,8,mvc,Valparaiso,39,,matt_lottich,0
2020,1435,72,43,33,70,9,23,11,13,7,3,19,1,sec,Vanderbilt,39,,jerry_stackhouse,0
2020,1436,71,44,33,72,9,27,13,11,6,3,17,13,aec,Vermont,39,,john_becker,0
2020,1437,73,44,36,76,9,27,14,11,6,3,15,12,big_east,Villanova,39,,jay_wright,0
2020,1438,57,41,30,72,8,26,11,12,5,5,13,9,acc,Virginia,39,,tony_bennett,0
2020,1439,69,42,35,71,8,26,15,10,6,3,15,4,acc,Virginia Tech,39,,mike_young,0
2020,1440,70,42,35,70,10,25,16,13,6,2,19,4,southern,VMI,39,,dan_earl,0
2020,1441,78,46,37,71,10,27,14,14,5,2,18,9,southern,W Carolina,39,,mark_prosser,0
2020,1442,72,42,37,80,8,25,10,11,5,2,18,1,summit,W Illinois,39,,bill_wright,0
2020,1443,75,45,33,79,9,25,11,13,7,4,14,8,cusa,WKU,39,,rick_stansbury,0
2020,1444,68,42,33,71,9,26,11,13,5,2,18,3,mac,W Michigan,39,,steve_hawkins,0
2020,1447,67,41,31,73,11,24,13,14,6,2,21,3,nec,Wagner,39,,bashir_mason,0
2020,1448,73,43,35,75,10,28,13,14,5,3,19,4,acc,Wake Forest,39,,danny_manning,0
2020,1449,71,44,32,72,9,26,12,15,7,6,17,5,pac_twelve,Washington,39,,mike_hopkins,0
2020,1450,70,40,31,74,11,26,12,12,7,3,18,5,pac_twelve,Washington St,39,,kyle_smith,0
2020,1451,66,43,30,73,7,24,10,12,5,4,14,4,big_sky,Weber St,39,,randy_rahe,0
2020,1452,70,42,29,64,15,25,12,14,8,4,18,7,big_twelve,West Virginia,39,,bob_huggins,0
2020,1453,79,45,37,76,9,26,16,12,6,3,20,7,horizon,WI Green Bay,39,,linc_darner,0
2020,1454,70,41,32,71,11,24,12,14,6,3,22,5,horizon,WI Milwaukee,33,,pat_baldwin,0
2020,1455,72,41,33,70,12,27,14,13,7,4,19,6,aac,Wichita St,39,,gregg_marshall,0
2020,1456,71,47,35,75,8,27,14,13,4,4,16,10,caa,William & Mary,39,,dane_fischer,0
2020,1457,79,45,34,63,13,27,15,14,7,2,20,12,big_south,Winthrop,37,,pat_kelsey,0
2020,1458,67,42,35,76,8,26,12,10,4,4,15,6,big_ten,Wisconsin,39,,greg_gard,0
2020,1459,70,45,34,71,8,24,13,12,5,3,17,9,southern,Wofford,28,,jay_mcauley,0
2020,1460,80,45,35,67,12,28,14,12,6,4,16,11,horizon,Wright St,36,,scott_nagy,0
2020,1461,62,41,32,73,5,24,11,13,5,2,19,5,mwc,Wyoming,39,,allen_edwards,0
2020,1462,71,44,31,66,12,27,14,14,6,4,17,7,big_east,Xavier,39,,travis_steele,0
2020,1463,75,46,37,72,9,29,15,13,6,3,15,13,ivy,Yale,39,,james_jones,0
2020,1464,71,42,31,70,14,25,12,12,5,3,18,5,horizon,Youngstown St,39,,jerrod_calhoun,0
2020,1465,76,43,38,79,11,28,13,13,4,4,18,6,wac,Cal Baptist,5,,rick_croy,0
2020,1466,67,42,34,69,10,26,10,15,6,2,20,4,a_sun,North Alabama,5,,tony_pujol,0
